Date,Company,Studio,Project,Category,Country,Country_code,OS,Counterparty,Amount_USD
2021-09-30,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Andriod,Moogle,8317.26
2021-09-30,White,White1,Whiteberry,Mobile IAP,France,FRA,Andriod,Moogle,8317.26
2021-09-30,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Andriod,Moogle,20793.149999999998
2021-09-30,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Andriod,Moogle,4158.63
2021-09-30,White,White1,Whiteberry,Mobile IAP,USA,USA,iOS,Banana Store,232883.27999999997
2021-09-30,White,White1,Whiteberry,Mobile IAP,Japan,JPN,iOS,Banana Store,9980.712000000001
2021-09-30,White,White1,Whiteberry,Mobile IAP,China,CHN,iOS,Banana Store,23288.328
2021-09-30,White,White1,Whiteberry,Mobile IAP,Germany,DEU,iOS,Banana Store,13307.616000000002
2021-09-30,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,iOS,Banana Store,3326.9040000000005
2021-09-30,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,iOS,Banana Store,6653.808000000001
2021-09-30,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,iOS,Banana Store,9980.712000000001
2021-09-30,White,White1,Whiteberry,Mobile IAP,Austria,AUT,iOS,Banana Store,6653.808000000001
2021-09-30,White,White1,Whiteberry,Mobile IAP,France,FRA,iOS,Banana Store,6653.808000000001
2021-09-30,White,White1,Whiteberry,Mobile IAP,Russia,RUS,iOS,Banana Store,16634.52
2021-09-30,White,White1,Whiteberry,Mobile IAP,Israel,ISR,iOS,Banana Store,3326.9040000000005
2021-09-30,White,White1,Whiteberry,Mobile IAP,USA,USA,Amazon,Mamazon,58220.81999999999
2021-09-30,White,White1,Whiteberry,Mobile IAP,Japan,JPN,Amazon,Mamazon,2495.1780000000003
2021-09-30,White,White1,Whiteberry,Mobile IAP,China,CHN,Amazon,Mamazon,5822.082
2021-09-30,White,White1,Whiteberry,Mobile IAP,Germany,DEU,Amazon,Mamazon,3326.9040000000005
2021-09-30,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,Amazon,Mamazon,831.7260000000001
2021-09-30,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,Amazon,Mamazon,1663.4520000000002
2021-09-30,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,Amazon,Mamazon,2495.1780000000003
2021-09-30,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Amazon,Mamazon,1663.4520000000002
2021-09-30,White,White1,Whiteberry,Mobile IAP,France,FRA,Amazon,Mamazon,1663.4520000000002
2021-09-30,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Amazon,Mamazon,4158.63
2021-09-30,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Amazon,Mamazon,831.7260000000001
2021-10-31,White,White1,Whiteberry,Mobile IAP,USA,USA,Andriod,Moogle,202386.71249999997
2021-10-31,White,White1,Whiteberry,Mobile IAP,Japan,JPN,Andriod,Moogle,8673.71625
2021-10-31,White,White1,Whiteberry,Mobile IAP,China,CHN,Andriod,Moogle,20238.67125
2021-10-31,White,White1,Whiteberry,Mobile IAP,Germany,DEU,Andriod,Moogle,11564.954999999998
2021-10-31,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,Andriod,Moogle,2891.2387499999995
2021-10-31,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,Andriod,Moogle,5782.477499999999
2021-10-31,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,Andriod,Moogle,8673.71625
2021-10-31,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Andriod,Moogle,5782.477499999999
2021-10-31,White,White1,Whiteberry,Mobile IAP,France,FRA,Andriod,Moogle,5782.477499999999
2021-10-31,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Andriod,Moogle,14456.193750000002
2021-10-31,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Andriod,Moogle,2891.2387499999995
2021-10-31,White,White1,Whiteberry,Mobile IAP,USA,USA,iOS,Banana Store,161909.37
2021-10-31,White,White1,Whiteberry,Mobile IAP,Japan,JPN,iOS,Banana Store,6938.973
2021-10-31,White,White1,Whiteberry,Mobile IAP,China,CHN,iOS,Banana Store,16190.936999999998
2021-10-31,White,White1,Whiteberry,Mobile IAP,Germany,DEU,iOS,Banana Store,9251.964
2021-10-31,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,iOS,Banana Store,2312.991
2021-10-31,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,iOS,Banana Store,4625.982
2021-10-31,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,iOS,Banana Store,6938.973
2021-10-31,White,White1,Whiteberry,Mobile IAP,Austria,AUT,iOS,Banana Store,4625.982
2021-10-31,White,White1,Whiteberry,Mobile IAP,France,FRA,iOS,Banana Store,4625.982
2021-10-31,White,White1,Whiteberry,Mobile IAP,Russia,RUS,iOS,Banana Store,11564.954999999998
2021-10-31,White,White1,Whiteberry,Mobile IAP,Israel,ISR,iOS,Banana Store,2312.991
2021-10-31,White,White1,Whiteberry,Mobile IAP,USA,USA,Amazon,Mamazon,40477.3425
2021-10-31,White,White1,Whiteberry,Mobile IAP,Japan,JPN,Amazon,Mamazon,1734.74325
2021-10-31,White,White1,Whiteberry,Mobile IAP,China,CHN,Amazon,Mamazon,4047.7342499999995
2021-10-31,White,White1,Whiteberry,Mobile IAP,Germany,DEU,Amazon,Mamazon,2312.991
2021-10-31,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,Amazon,Mamazon,578.24775
2021-10-31,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,Amazon,Mamazon,1156.4955
2021-10-31,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,Amazon,Mamazon,1734.74325
2021-10-31,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Amazon,Mamazon,1156.4955
2021-10-31,White,White1,Whiteberry,Mobile IAP,France,FRA,Amazon,Mamazon,1156.4955
2021-10-31,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Amazon,Mamazon,2891.2387499999995
2021-10-31,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Amazon,Mamazon,578.24775
2021-11-30,White,White1,Whiteberry,Mobile IAP,USA,USA,Andriod,Moogle,471335.28750000003
2021-11-30,White,White1,Whiteberry,Mobile IAP,Japan,JPN,Andriod,Moogle,20200.083749999998
2021-11-30,White,White1,Whiteberry,Mobile IAP,China,CHN,Andriod,Moogle,47133.52875
2021-11-30,White,White1,Whiteberry,Mobile IAP,Germany,DEU,Andriod,Moogle,26933.445
2021-11-30,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,Andriod,Moogle,6733.36125
2021-11-30,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,Andriod,Moogle,13466.7225
2021-11-30,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,Andriod,Moogle,20200.083749999998
2021-11-30,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Andriod,Moogle,13466.7225
2021-11-30,White,White1,Whiteberry,Mobile IAP,France,FRA,Andriod,Moogle,13466.7225
2021-11-30,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Andriod,Moogle,33666.806249999994
2021-11-30,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Andriod,Moogle,6733.36125
2021-11-30,White,White1,Whiteberry,Mobile IAP,USA,USA,iOS,Banana Store,377068.23
2021-11-30,White,White1,Whiteberry,Mobile IAP,Japan,JPN,iOS,Banana Store,16160.067000000001
2021-11-30,White,White1,Whiteberry,Mobile IAP,China,CHN,iOS,Banana Store,37706.823
2021-11-30,White,White1,Whiteberry,Mobile IAP,Germany,DEU,iOS,Banana Store,21546.755999999998
2021-11-30,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,iOS,Banana Store,5386.688999999999
2021-11-30,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,iOS,Banana Store,10773.377999999999
2021-11-30,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,iOS,Banana Store,16160.067000000001
2021-11-30,White,White1,Whiteberry,Mobile IAP,Austria,AUT,iOS,Banana Store,10773.377999999999
2021-11-30,White,White1,Whiteberry,Mobile IAP,France,FRA,iOS,Banana Store,10773.377999999999
2021-11-30,White,White1,Whiteberry,Mobile IAP,Russia,RUS,iOS,Banana Store,26933.445
2021-11-30,White,White1,Whiteberry,Mobile IAP,Israel,ISR,iOS,Banana Store,5386.688999999999
2021-11-30,White,White1,Whiteberry,Mobile IAP,USA,USA,Amazon,Mamazon,94267.0575
2021-11-30,White,White1,Whiteberry,Mobile IAP,Japan,JPN,Amazon,Mamazon,4040.0167500000002
2021-11-30,White,White1,Whiteberry,Mobile IAP,China,CHN,Amazon,Mamazon,9426.70575
2021-11-30,White,White1,Whiteberry,Mobile IAP,Germany,DEU,Amazon,Mamazon,5386.688999999999
2021-11-30,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,Amazon,Mamazon,1346.6722499999998
2021-11-30,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,Amazon,Mamazon,2693.3444999999997
2021-11-30,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,Amazon,Mamazon,4040.0167500000002
2021-11-30,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Amazon,Mamazon,2693.3444999999997
2021-11-30,White,White1,Whiteberry,Mobile IAP,France,FRA,Amazon,Mamazon,2693.3444999999997
2021-11-30,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Amazon,Mamazon,6733.36125
2021-11-30,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Amazon,Mamazon,1346.6722499999998
2021-12-31,White,White1,Whiteberry,Mobile IAP,USA,USA,Andriod,Moogle,335446.64999999997
2021-12-31,White,White1,Whiteberry,Mobile IAP,Japan,JPN,Andriod,Moogle,14376.285
2021-12-31,White,White1,Whiteberry,Mobile IAP,China,CHN,Andriod,Moogle,33544.665
2021-12-31,White,White1,Whiteberry,Mobile IAP,Germany,DEU,Andriod,Moogle,19168.380000000005
2021-12-31,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,Andriod,Moogle,4792.095000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,Andriod,Moogle,9584.190000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,Andriod,Moogle,14376.285
2021-12-31,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Andriod,Moogle,9584.190000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,France,FRA,Andriod,Moogle,9584.190000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Andriod,Moogle,23960.475000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Andriod,Moogle,4792.095000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,USA,USA,iOS,Banana Store,268357.32
2021-12-31,White,White1,Whiteberry,Mobile IAP,Japan,JPN,iOS,Banana Store,11501.028000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,China,CHN,iOS,Banana Store,26835.732000000004
2021-12-31,White,White1,Whiteberry,Mobile IAP,Germany,DEU,iOS,Banana Store,15334.704000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,iOS,Banana Store,3833.6760000000004
2021-12-31,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,iOS,Banana Store,7667.352000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,iOS,Banana Store,11501.028000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,Austria,AUT,iOS,Banana Store,7667.352000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,France,FRA,iOS,Banana Store,7667.352000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,Russia,RUS,iOS,Banana Store,19168.380000000005
2021-12-31,White,White1,Whiteberry,Mobile IAP,Israel,ISR,iOS,Banana Store,3833.6760000000004
2021-12-31,White,White1,Whiteberry,Mobile IAP,USA,USA,Amazon,Mamazon,67089.33
2021-12-31,White,White1,Whiteberry,Mobile IAP,Japan,JPN,Amazon,Mamazon,2875.2570000000005
2021-12-31,White,White1,Whiteberry,Mobile IAP,China,CHN,Amazon,Mamazon,6708.933000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,Germany,DEU,Amazon,Mamazon,3833.6760000000004
2021-12-31,White,White1,Whiteberry,Mobile IAP,Brazil,BRA,Amazon,Mamazon,958.4190000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,Argentina,ARG,Amazon,Mamazon,1916.8380000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,Mexico,MEX,Amazon,Mamazon,2875.2570000000005
2021-12-31,White,White1,Whiteberry,Mobile IAP,Austria,AUT,Amazon,Mamazon,1916.8380000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,France,FRA,Amazon,Mamazon,1916.8380000000002
2021-12-31,White,White1,Whiteberry,Mobile IAP,Russia,RUS,Amazon,Mamazon,4792.095000000001
2021-12-31,White,White1,Whiteberry,Mobile IAP,Israel,ISR,Amazon,Mamazon,958.4190000000001
2021-01-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,Andriod,Moogle+,5518.820567445284
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,238.50590061078967
2021-01-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,Amazon,Moogle+,557.343572297481
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,326.74118479424874
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,85.7042345032871
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,164.39742232513495
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,262.5947871783756
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,173.72447520504434
2021-01-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,Amazon,Moogle+,169.39410218187115
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,407.84298704138524
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,78.17955760445284
2021-01-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,Amazon,Bungle,5038.993261097218
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,214.2914482715551
2021-01-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,iOS,Bungle,454.29518849160934
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,253.14782905412264
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,63.92888359564519
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,133.49365062595678
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,205.04010520085586
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,143.27485349940451
2021-01-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,iOS,Bungle,121.93647755574524
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,346.9719041305266
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,71.11253995219425
2021-01-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,iOS,Maploving,1065.6587658259602
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,49.29908163885716
2021-01-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,Andriod,Maploving,109.9351138337848
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,iOS,Maploving,67.20497013739855
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,15.401823167421036
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,30.44848045390985
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,51.746453975735065
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,33.61135075630725
2021-01-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,Andriod,Maploving,35.597606787475605
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,iOS,Maploving,81.53461207948105
2021-01-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,15.14136296380568
2021-02-28,White,White1,Whiteberry,Revenue from Ads,USA,USA,Andriod,Moogle+,10813.929633626534
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,501.11902903660706
2021-02-28,White,White1,Whiteberry,Revenue from Ads,China,CHN,Amazon,Moogle+,1055.9243025075127
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,697.799475179168
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,161.92495925057517
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,309.5557145412106
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,459.6130501089869
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,314.79294801704185
2021-02-28,White,White1,Whiteberry,Revenue from Ads,France,FRA,Amazon,Moogle+,298.1977901241272
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,853.0224036455987
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,157.13641723685825
2021-02-28,White,White1,Whiteberry,Revenue from Ads,USA,USA,Amazon,Bungle,9288.346394614071
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,360.9364948166216
2021-02-28,White,White1,Whiteberry,Revenue from Ads,China,CHN,iOS,Bungle,892.0451615813748
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,520.3935868732206
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,124.05562761013464
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,256.9964956458915
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,411.32808269192327
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,269.06559718680217
2021-02-28,White,White1,Whiteberry,Revenue from Ads,France,FRA,iOS,Bungle,245.33880384340142
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,679.4739976556441
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,127.67304460984982
2021-02-28,White,White1,Whiteberry,Revenue from Ads,USA,USA,iOS,Maploving,2292.3490805985534
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,97.80941242513848
2021-02-28,White,White1,Whiteberry,Revenue from Ads,China,CHN,Andriod,Maploving,216.8408781797879
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,iOS,Maploving,124.15054780190022
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,33.46671193518419
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,62.06991912159241
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,87.94881486316785
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,62.71087398546251
2021-02-28,White,White1,Whiteberry,Revenue from Ads,France,FRA,Andriod,Maploving,69.87088569202369
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,iOS,Maploving,158.38531619989553
2021-02-28,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,33.35550951268802
2021-03-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,Andriod,Moogle+,9647.74467322543
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,446.016452221735
2021-03-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,Amazon,Moogle+,1047.1045501776664
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,589.3157067103766
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,133.9076896116548
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,276.6575559354778
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,400.5563170978434
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,257.55765397121206
2021-03-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,Amazon,Moogle+,290.4430463461725
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,634.7567498131101
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,128.81726199455588
2021-03-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,Amazon,Bungle,7106.858878434363
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,347.3461045347335
2021-03-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,iOS,Bungle,805.8536158230081
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,460.3557714149913
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,103.51175278699326
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,218.79297744352473
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,301.67786905108125
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,238.75334585642742
2021-03-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,iOS,Bungle,221.61792862385306
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,597.9371002279006
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,104.68505603989043
2021-03-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,iOS,Maploving,2007.6230563439326
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,84.7089172786434
2021-03-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,Andriod,Maploving,204.75173956520464
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,iOS,Maploving,110.3995934489123
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,28.008330268662483
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,51.11231992956573
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,81.62910270741574
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,58.277631649398614
2021-03-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,Andriod,Maploving,58.5912218819437
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,iOS,Maploving,138.02500547281318
2021-03-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,25.388617119503348
2021-04-30,White,White1,Whiteberry,Revenue from Ads,USA,USA,Andriod,Moogle+,6237.296479727818
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,278.06702115738756
2021-04-30,White,White1,Whiteberry,Revenue from Ads,China,CHN,Amazon,Moogle+,676.895300415557
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,360.81083420155784
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,93.19047130140562
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,177.49546648197457
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,266.7491241237164
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,174.0636114754249
2021-04-30,White,White1,Whiteberry,Revenue from Ads,France,FRA,Amazon,Moogle+,189.48898076799279
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,456.2787178327053
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,91.52589628364235
2021-04-30,White,White1,Whiteberry,Revenue from Ads,USA,USA,Amazon,Bungle,5143.409830472124
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,230.27761530813464
2021-04-30,White,White1,Whiteberry,Revenue from Ads,China,CHN,iOS,Bungle,482.9023351489713
2021-04-30,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,294.3548391161453
